Place,Cases,CasesLast14Days,AvgDailyPer100K,RelativeChange,TotalTested,TotalTestedLast14Days,TotalPositiveLast14Days,PctPositive,ChangePctPositivity,Date
Lincoln,66,5,4.1,Lower,5430,715,7,0.00979020979020979,Lower,2020-11-27
Richmond,13,,5.5,No Change,811,107,1,0.00934579439252337,Lower,2020-11-27
Norwell,181,10,6.7,Lower,8482,1183,11,0.00929839391377853,Lower,2020-11-27
Hinsdale,8,,6.7,No Change,1354,217,2,0.00921658986175115,Lower,2020-11-27
Lexington,428,26,5.4,Higher,25370,3499,30,0.00857387825092884,No Change,2020-11-27
Brookline,732,98,10.8,Lower,84229,13397,113,0.00843472419198328,Lower,2020-11-27
Southborough,111,16,11.8,Higher,12786,1908,16,0.00838574423480084,Higher,2020-11-27
Wellesley,424,81,19.5,Higher,78587,11591,90,0.0077646449831766,Higher,2020-11-27
Orange,64,5,4.4,Lower,5507,650,5,0.00769230769230769,Lower,2020-11-27
Newton,1406,196,15.3,Higher,177086,28526,215,0.00753698380424876,Higher,2020-11-27
Amherst,523,156,27.7,Higher,165482,24734,179,0.00723700169806744,Higher,2020-11-27
Cambridge,1830,354,22.6,Higher,341107,55498,401,0.0072254856030848,Higher,2020-11-27
Great Barrington,97,12,12.8,Higher,12450,2013,14,0.00695479384003974,Higher,2020-11-27
Shelburne,15,0,0,Lower,2523,290,2,0.00689655172413793,Lower,2020-11-27
Northfield,9,,4.8,Higher,2441,296,2,0.00675675675675676,Higher,2020-11-27
Hadley,63,7,8.6,No Change,11171,1539,7,0.00454840805717999,No Change,2020-11-27
Sheffield,31,5,11.7,Higher,6127,1255,5,0.00398406374501992,Higher,2020-11-27
Leverett,9,,3.5,Higher,2432,321,1,0.00311526479750779,Higher,2020-11-27
Deerfield,32,6,8.1,Lower,14569,2023,6,0.00296589223924864,No Change,2020-11-27
Williamstown,111,9,9,Higher,40936,6757,9,0.00133195204972621,No Change,2020-11-27
Ashfield,8,0,0,No Change,1052,125,0,0,No Change,2020-11-27
Blandford,15,0,0,Lower,591,81,0,0,Lower,2020-11-27
Chesterfield,10,0,0,No Change,640,70,0,0,No Change,2020-11-27
Colrain,5,0,0,No Change,1029,124,0,0,No Change,2020-11-27
Gosnold,5,0,0,No Change,111,0,0,0,No Change,2020-11-27
Hawley,0,0,0,No Change,55,8,0,0,No Change,2020-11-27
Heath,0,0,0,No Change,307,35,0,0,No Change,2020-11-27
Montgomery,8,0,0,Lower,163,24,0,0,Lower,2020-11-27
Mount Washington,0,0,0,No Change,38,3,0,0,No Change,2020-11-27
New Marlborough,9,0,0,No Change,594,95,0,0,No Change,2020-11-27
New Salem,6,0,0,Lower,673,73,0,0,Lower,2020-11-27
Petersham,14,0,0,Lower,807,97,0,0,Lower,2020-11-27
Provincetown,32,0,0,No Change,2391,182,0,0,No Change,2020-11-27
Sandisfield,8,0,0,No Change,794,83,0,0,No Change,2020-11-27
Unknown,584,212,,*,155858,18579,220,,*,2020-11-27
Shirley,451,114,95.5,Lower,7151,608,119,0.195723684210526,Lower,2020-12-04
Lawrence,9158,1318,107.3,Lower,100681,11678,1717,0.147028600787806,Higher,2020-12-04
Buckland,18,,11.7,Higher,184,22,3,0.136363636363636,Higher,2020-12-04
Plainfield,9,6,68.5,Higher,408,58,7,0.120689655172414,Higher,2020-12-04
Seekonk,403,116,59.1,Higher,8209,1117,132,0.118173679498657,Higher,2020-12-04
Hancock,7,,22.3,No Change,135,18,2,0.111111111111111,No Change,2020-12-04
Fall River,4973,941,75.3,Lower,83183,10426,1158,0.111068482639555,Lower,2020-12-04
Southbridge,498,147,62.6,Higher,12358,1421,157,0.110485573539761,Higher,2020-12-04
Lowell,6774,1273,78.3,Lower,113215,14249,1477,0.103656396940136,Higher,2020-12-04
Lynn,7639,954,67.6,Lower,97692,11462,1172,0.102250916070494,Higher,2020-12-04
Ludlow,541,205,70.7,Higher,17371,2465,233,0.0945233265720081,Higher,2020-12-04
Springfield,7197,1420,64.9,Higher,146842,18734,1768,0.0943738656987296,Higher,2020-12-04
Norfolk,427,85,48.6,Higher,10513,1044,92,0.0881226053639847,Higher,2020-12-04
Barnstable,1092,359,57.3,Higher,28946,4387,385,0.0877592888078413,Higher,2020-12-04
Methuen,2670,472,62.6,Higher,50704,6518,564,0.086529610309911,Higher,2020-12-04
Swansea,531,115,51.5,Lower,12212,1713,148,0.0863981319322825,Lower,2020-12-04
Everett,3750,455,66.9,Lower,52675,6589,553,0.0839277583851875,Lower,2020-12-04
Dracut,1125,260,57.3,Higher,27322,3364,280,0.0832342449464923,Higher,2020-12-04
Dighton,209,41,36.9,Lower,5194,594,49,0.0824915824915825,Lower,2020-12-04
Leominster,1665,291,51.5,Lower,35668,4073,333,0.0817579179965627,No Change,2020-12-04
North Brookfield,66,27,41.6,Higher,2921,331,27,0.081570996978852,Higher,2020-12-04
Gardner,484,132,47.4,Higher,18252,1729,141,0.08155002891845,Higher,2020-12-04
Sutton,196,66,52.6,Higher,7053,914,73,0.0798687089715536,Higher,2020-12-04
Somerset,656,130,50.1,Lower,14831,1860,148,0.0795698924731183,Lower,2020-12-04
Tyngsborough,344,83,49.5,Higher,8918,1093,86,0.0786825251601098,Higher,2020-12-04
Rehoboth,268,76,42.7,Higher,7029,1056,83,0.0785984848484849,Higher,2020-12-04
Revere,4408,504,59.2,Higher,69502,8068,633,0.0784581060981656,Higher,2020-12-04
West Springfield,995,215,52.3,Lower,22115,3265,256,0.0784073506891271,Higher,2020-12-04
Goshen,10,,18.5,No Change,381,52,4,0.0769230769230769,Higher,2020-12-04
Chicopee,1609,390,49.1,Higher,44723,6123,470,0.0767597582884207,Higher,2020-12-04
New Bedford,4639,676,48.3,Higher,78526,10650,815,0.0765258215962441,Higher,2020-12-04
Westport,460,105,44.8,Lower,11474,1613,122,0.0756354618722877,Lower,2020-12-04
Fitchburg,1767,249,42.2,Lower,35694,3920,295,0.0752551020408163,Lower,2020-12-04
Clinton,534,73,37,Lower,11177,1228,91,0.0741042345276873,Higher,2020-12-04
Southwick,192,52,37.9,Lower,6350,797,58,0.0727728983688833,Lower,2020-12-04
Middleton,479,75,51.4,Higher,8970,1226,89,0.0725938009787928,Higher,2020-12-04
Haverhill,2773,538,58.3,Higher,65320,8389,605,0.0721182500894028,Higher,2020-12-04
Milford,1231,173,42.1,Higher,23535,2587,185,0.0715114031696946,Higher,2020-12-04
Blackstone,181,43,34,Lower,5773,677,48,0.0709010339734121,Higher,2020-12-04
Attleboro,1560,257,39.5,Lower,31885,3965,281,0.0708701134930643,No Change,2020-12-04
Chelsea,4774,321,62.1,Lower,57286,5835,412,0.0706083976006855,Lower,2020-12-04
Brockton,6499,545,39.2,Lower,91244,9177,640,0.069739566307072,Higher,2020-12-04
Salisbury,169,42,33.9,No Change,5820,721,50,0.0693481276005548,Higher,2020-12-04
Peabody,2231,458,58.5,Higher,50958,7588,526,0.0693199789140749,Higher,2020-12-04
Hampden,177,35,51,Lower,4613,625,43,0.0688,Lower,2020-12-04
Ashby,58,14,28.7,Lower,1877,221,15,0.0678733031674208,Lower,2020-12-04
Sterling,247,56,50.9,No Change,8142,935,63,0.067379679144385,Higher,2020-12-04
Bellingham,347,83,32.9,Higher,10861,1412,92,0.0651558073654391,Higher,2020-12-04
Hopedale,128,32,40.6,Lower,4940,552,35,0.0634057971014493,Higher,2020-12-04
Holyoke,2083,287,50.4,Lower,44064,5885,373,0.0633814783347494,Higher,2020-12-04
Mendon,104,27,33.4,Higher,4186,427,27,0.063231850117096,Higher,2020-12-04
Millbury,414,76,39.7,Lower,10403,1303,82,0.0629316960859555,Lower,2020-12-04
Dartmouth,1142,248,47.7,Lower,32916,4613,290,0.062865814003902,Lower,2020-12-04
Freetown,250,42,33.2,Lower,6042,765,48,0.0627450980392157,Higher,2020-12-04
Saugus,1311,199,49.9,Higher,29059,3766,236,0.0626659585767392,Higher,2020-12-04
Russell,41,8,30.2,Higher,1116,128,8,0.0625,Higher,2020-12-04
East Brookfield,32,11,35,Higher,1398,177,11,0.0621468926553672,Higher,2020-12-04
Pittsfield,855,354,57.5,Higher,35024,6479,398,0.0614292329063127,Higher,2020-12-04
Spencer,215,58,36.1,Higher,8799,1051,63,0.0599429115128449,Higher,2020-12-04
Holland,27,10,27.8,Higher,1535,184,11,0.0597826086956522,Higher,2020-12-04
West Boylston,153,47,42.8,Higher,6413,875,52,0.0594285714285714,Higher,2020-12-04
New Braintree,9,,26.9,Higher,583,85,5,0.0588235294117647,Higher,2020-12-04
Leicester,339,58,36.8,No Change,10016,1097,63,0.0574293527803099,Higher,2020-12-04
Holden,424,134,50.4,Higher,18670,2546,146,0.0573448546739984,Higher,2020-12-04
Randolph,1543,178,36.9,Higher,32280,3643,206,0.0565468020861927,Higher,2020-12-04
Dunstable,49,15,32.2,No Change,2108,266,15,0.056390977443609,Higher,2020-12-04
Chester,10,,21,Higher,638,71,4,0.0563380281690141,Higher,2020-12-04
Lanesborough,35,16,37.8,Higher,1973,284,16,0.0563380281690141,Higher,2020-12-04
Wilmington,666,132,38.5,Higher,18357,2525,142,0.0562376237623762,Higher,2020-12-04
Chelmsford,938,193,38.3,Higher,30266,3704,208,0.0561555075593953,Higher,2020-12-04
Rutland,143,48,37.6,Higher,7353,930,52,0.0559139784946237,Higher,2020-12-04
Charlton,289,95,47.9,Higher,12065,1825,102,0.0558904109589041,Higher,2020-12-04
Hudson,548,104,35.3,Higher,16122,2099,117,0.0557408289661744,Higher,2020-12-04
Lunenburg,219,48,32.9,Lower,7653,916,51,0.0556768558951965,Lower,2020-12-04
Whitman,380,50,23,Lower,10117,1144,62,0.0541958041958042,Higher,2020-12-04
Stoneham,747,136,43.6,Higher,23982,3122,169,0.0541319666880205,Higher,2020-12-04
Uxbridge,280,53,24.2,Lower,9710,1131,61,0.0539345711759505,Higher,2020-12-04
Taunton,1851,257,31.9,Lower,46951,5498,294,0.0534739905420153,Lower,2020-12-04
Monson,141,35,29.8,Lower,5893,731,39,0.0533515731874145,Lower,2020-12-04
North Attleborough,647,133,31.3,Higher,19537,2664,142,0.0533033033033033,Higher,2020-12-04
Brookfield,53,11,21.3,Lower,2340,244,13,0.0532786885245902,Lower,2020-12-04
Merrimac,98,27,30.4,No Change,4897,657,35,0.0532724505327245,No Change,2020-12-04
Upton,93,31,24.1,Higher,5225,715,38,0.0531468531468531,Higher,2020-12-04
Acushnet,311,56,38.3,Lower,7961,1173,62,0.0528559249786871,No Change,2020-12-04
Woburn,1471,247,42.5,Lower,37805,5714,301,0.0526776338816941,No Change,2020-12-04
Berkley,177,26,27.3,Lower,4852,551,29,0.0526315789473684,Higher,2020-12-04
Billerica,1190,221,36.1,Lower,33360,4792,252,0.0525876460767947,Higher,2020-12-04
Hanover,272,53,26.3,Higher,9613,1124,59,0.052491103202847,Higher,2020-12-04
Stoughton,972,125,32.3,Higher,22942,2596,136,0.0523882896764253,Higher,2020-12-04
Tewksbury,1131,214,49.6,Higher,34135,4481,234,0.0522204864985494,Higher,2020-12-04
Douglas,158,31,23.3,Lower,5694,691,36,0.0520984081041968,Lower,2020-12-04
Marion,114,30,46.6,Lower,9526,750,39,0.052,Higher,2020-12-04
Wareham,438,67,19.8,Lower,12782,1581,82,0.0518659076533839,Higher,2020-12-04
Malden,2589,360,38,Lower,65695,8081,419,0.0518500185620591,Higher,2020-12-04
Palmer,201,48,29,Higher,8639,1123,57,0.0507569011576135,Higher,2020-12-04
Halifax,120,23,21.5,Higher,4664,473,24,0.0507399577167019,Higher,2020-12-04
Framingham,3488,419,40.2,Higher,72341,9342,471,0.050417469492614,Higher,2020-12-04
Sturbridge,138,40,27,Higher,6617,794,40,0.0503778337531486,Higher,2020-12-04
Abington,482,59,23.1,Lower,12073,1340,67,0.05,No Change,2020-12-04
Plympton,31,8,19,Lower,1665,200,10,0.05,No Change,2020-12-04
Lakeville,202,43,27,Lower,7458,904,45,0.0497787610619469,Higher,2020-12-04
Granville,28,6,27.7,No Change,1039,141,7,0.049645390070922,Lower,2020-12-04
Lenox,93,48,70.9,Higher,5105,1112,55,0.0494604316546763,Higher,2020-12-04
Holbrook,340,37,23.3,No Change,8337,935,46,0.0491978609625669,Higher,2020-12-04
Danvers,1177,177,44.1,Higher,28908,4067,200,0.049176297024834,Higher,2020-12-04
Raynham,426,53,25,Higher,11398,1419,69,0.0486257928118393,Higher,2020-12-04
Avon,137,13,21.2,Lower,3456,372,18,0.0483870967741936,Lower,2020-12-04
Boxford,139,41,38.3,Higher,6703,994,48,0.0482897384305835,Higher,2020-12-04
Agawam,947,138,34.6,Higher,26437,3274,158,0.0482590103848503,Higher,2020-12-04
Rockland,545,60,23.7,Higher,11887,1475,71,0.048135593220339,Higher,2020-12-04
Georgetown,170,38,30.2,Higher,6453,854,41,0.0480093676814988,Higher,2020-12-04
Winchendon,191,35,23.2,Lower,6894,813,39,0.0479704797047971,Lower,2020-12-04
Hanson,237,34,22.6,Lower,6940,752,36,0.0478723404255319,Higher,2020-12-04
Marlborough,1915,236,38.6,Higher,41536,5421,259,0.0477771628850766,Higher,2020-12-04
Amesbury,361,76,32.7,Higher,12343,1729,82,0.0474262579525738,Higher,2020-12-04
Rochester,94,21,26.4,No Change,3495,485,23,0.0474226804123711,Higher,2020-12-04
East Longmeadow,573,78,32.8,Lower,15973,2155,102,0.0473317865429234,Lower,2020-12-04
Auburn,487,90,39,Higher,15060,1980,93,0.046969696969697,Higher,2020-12-04
Westfield,1067,162,28,Higher,29510,3760,175,0.0465425531914894,Higher,2020-12-04
Princeton,37,16,35.4,No Change,3064,387,18,0.0465116279069768,Higher,2020-12-04
Fairhaven,606,100,44.6,Lower,16647,2793,127,0.0454708199069101,Lower,2020-12-04
Carver,163,28,16.3,Higher,6640,684,31,0.0453216374269006,Higher,2020-12-04
Ashland,567,94,34.1,Higher,16720,2212,99,0.044755877034358,Higher,2020-12-04
Phillipston,23,,16.7,Higher,865,90,4,0.0444444444444445,Higher,2020-12-04
Marshfield,440,78,21.5,Higher,16604,2022,89,0.0440158259149357,Higher,2020-12-04
Whately,15,,14.8,Lower,763,92,4,0.0434782608695652,Lower,2020-12-04
Middleborough,539,84,21.9,No Change,17414,2163,94,0.0434581599630143,Higher,2020-12-04
East Bridgewater,335,46,22.1,Higher,9194,1155,50,0.0432900432900433,Higher,2020-12-04
Berlin,56,16,35.4,Higher,2699,370,16,0.0432432432432433,Higher,2020-12-04
Yarmouth,310,102,30.3,Higher,14849,2455,106,0.0431771894093686,Higher,2020-12-04
Pembroke,272,51,19.4,Higher,11199,1315,56,0.0425855513307985,Higher,2020-12-04
Pelham,7,,11.6,No Change,608,47,2,0.0425531914893617,Higher,2020-12-04
Wales,13,,11.2,No Change,942,94,4,0.0425531914893617,No Change,2020-12-04
Lynnfield,302,63,38.8,Lower,11682,1705,72,0.0422287390029326,No Change,2020-12-04
Gloucester,555,85,21.4,Higher,20549,2525,106,0.041980198019802,Higher,2020-12-04
Granby,104,28,32.7,Higher,5340,695,29,0.041726618705036,Higher,2020-12-04
Wakefield,681,126,33.2,Higher,26773,3649,152,0.0416552480131543,Higher,2020-12-04
Grafton,307,87,30.9,Higher,17313,2282,95,0.0416301489921122,Higher,2020-12-04
Westminster,107,25,24.4,Lower,5754,673,28,0.0416047548291233,Lower,2020-12-04
Holliston,243,49,25.5,Lower,12054,1371,57,0.0415754923413567,Higher,2020-12-04
Groveland,106,24,25,Higher,4989,674,28,0.0415430267062315,Higher,2020-12-04
Newburyport,368,98,39.4,Higher,18395,2623,107,0.0407929851315288,Higher,2020-12-04
Paxton,116,27,38.9,Lower,13332,712,29,0.0407303370786517,Higher,2020-12-04
North Reading,413,79,33.9,Higher,15446,2342,95,0.0405636208368916,Higher,2020-12-04
Shrewsbury,801,149,26.9,Lower,34364,4245,172,0.0405182567726737,No Change,2020-12-04
Oxford,238,36,18.7,Lower,9178,1014,41,0.0404339250493097,Lower,2020-12-04
Maynard,185,38,26.1,Lower,8784,1065,43,0.0403755868544601,No Change,2020-12-04
Norton,438,112,40.2,Higher,42386,3001,121,0.040319893368877,Higher,2020-12-04
Westhampton,17,,12.5,Lower,718,76,3,0.0394736842105263,Lower,2020-12-04
Winthrop,872,116,43.9,Higher,31123,4443,174,0.0391627278865631,Higher,2020-12-04
Groton,138,54,33,Higher,11645,1416,55,0.0388418079096045,Higher,2020-12-04
Franklin,492,111,23.4,Lower,23112,3193,123,0.0385217663639211,Lower,2020-12-04
Webster,522,62,25.8,Lower,16343,1792,69,0.0385044642857143,No Change,2020-12-04
Ware,126,32,22.5,Lower,7363,911,35,0.0384193194291987,No Change,2020-12-04
Norwood,1007,112,26.4,Higher,28583,3384,130,0.0384160756501182,Higher,2020-12-04
Nantucket,319,49,30.7,Lower,11353,1437,55,0.0382741823242867,Lower,2020-12-04
Harwich,219,30,17,Higher,7835,889,34,0.0382452193475816,Higher,2020-12-04
Salem,1615,289,45.9,Lower,53890,9297,351,0.0377541142303969,Lower,2020-12-04
Northbridge,558,61,23.9,Lower,13865,1990,75,0.0376884422110553,Lower,2020-12-04
West Brookfield,51,12,23.1,Lower,3543,372,14,0.0376344086021505,Lower,2020-12-04
West Stockbridge,15,5,30.4,Higher,977,133,5,0.037593984962406,Higher,2020-12-04
State,225787,34793,35.7,Lower,8566262,1084537,40465,0.0373108524651533,Higher,2020-12-04
Northborough,419,63,33.2,Higher,14874,2044,76,0.0371819960861057,Higher,2020-12-04
Wenham,84,36,49.4,Higher,5972,1023,38,0.0371456500488759,No Change,2020-12-04
Burlington,544,85,21.8,Higher,20744,2798,103,0.0368120085775554,No Change,2020-12-04
Andover,849,164,32.5,Lower,42069,5482,201,0.0366654505654871,No Change,2020-12-04
Cummington,9,,27.3,No Change,799,82,3,0.0365853658536585,Higher,2020-12-04
Walpole,522,78,21.4,Higher,22129,2606,95,0.0364543361473523,Higher,2020-12-04
Oak Bluffs,52,19,26.1,Lower,4175,524,19,0.0362595419847328,Lower,2020-12-04
Hopkinton,276,66,28.8,Higher,14731,1904,69,0.0362394957983193,Higher,2020-12-04
Lancaster,196,26,21.6,Lower,5831,750,27,0.036,Lower,2020-12-04
Westborough,585,88,33.6,Higher,18703,2706,97,0.0358462675535846,Higher,2020-12-04
Templeton,194,22,17.4,Lower,6174,699,25,0.0357653791130186,Lower,2020-12-04
Edgartown,92,33,57.7,Lower,6486,952,34,0.0357142857142857,Lower,2020-12-04
Quincy,2295,331,23.3,Higher,84587,10504,375,0.0357006854531607,Higher,2020-12-04
Boylston,69,18,28.6,Higher,4000,533,19,0.0356472795497186,Higher,2020-12-04
Wellfleet,18,,10.4,Higher,1589,169,6,0.0355029585798817,Higher,2020-12-04
Melrose,646,134,33,Higher,33141,4624,164,0.0354671280276817,Higher,2020-12-04
Mattapoisett,117,24,29.9,Higher,4399,680,24,0.0352941176470588,Higher,2020-12-04
Ashburnham,90,17,19.3,Lower,5054,512,18,0.03515625,Higher,2020-12-04
Blandford,18,,17.7,Higher,636,86,3,0.0348837209302326,Higher,2020-12-04
Mansfield,422,73,22.1,Higher,18323,2272,79,0.0347711267605634,Higher,2020-12-04
Weymouth,1324,132,16.8,Lower,39849,4515,155,0.0343300110741971,No Change,2020-12-04
Pepperell,137,27,15.7,Higher,6903,816,28,0.0343137254901961,Higher,2020-12-04
Newbury,78,26,28.1,Higher,6344,796,27,0.0339195979899498,Higher,2020-12-04
Worcester,9756,1271,47.4,Lower,357714,42399,1437,0.0338923087808675,Higher,2020-12-04
Hubbardston,40,11,16.8,Lower,3118,358,12,0.0335195530726257,Lower,2020-12-04
Lee,61,15,18.4,Lower,3996,628,21,0.0334394904458599,Lower,2020-12-04
Stow,84,23,22.7,Lower,6043,755,25,0.033112582781457,Lower,2020-12-04
Acton,337,66,19.9,Higher,18281,2326,77,0.0331040412725709,Higher,2020-12-04
Barre,94,10,12.8,Higher,3655,394,13,0.032994923857868,Higher,2020-12-04
Westford,370,62,19.2,Lower,17469,2100,69,0.0328571428571429,No Change,2020-12-04
Dedham,760,93,24.3,Higher,28833,3058,100,0.0327011118378025,Higher,2020-12-04
Windsor,5,,16.9,No Change,444,62,2,0.032258064516129,Lower,2020-12-04
Wrentham,397,50,31.7,Lower,12869,1674,54,0.032258064516129,Lower,2020-12-04
Dennis,166,27,14.7,Higher,7464,873,28,0.0320733104238259,Higher,2020-12-04
Boxborough,59,16,22.5,No Change,3812,499,16,0.032064128256513,No Change,2020-12-04
Hamilton,91,21,20.3,Higher,5549,812,26,0.0320197044334975,Higher,2020-12-04
Braintree,1331,158,28.5,Higher,37517,5574,178,0.0319339791890922,Higher,2020-12-04
Plainville,167,26,20.2,Higher,6675,855,27,0.0315789473684211,Higher,2020-12-04
Townsend,121,19,14.9,Lower,5932,666,21,0.0315315315315315,Lower,2020-12-04
Westwood,302,53,25.8,Lower,14202,1847,58,0.0314022739577694,Higher,2020-12-04
Hardwick,19,5,10.7,No Change,1639,193,6,0.0310880829015544,Higher,2020-12-04
Reading,562,83,21.4,Lower,23456,3124,96,0.030729833546735,Lower,2020-12-04
Plymouth,1238,145,16.5,Lower,43133,5266,161,0.0305734903152298,No Change,2020-12-04
Sharon,296,48,18.8,Lower,15511,1841,56,0.0304182509505703,No Change,2020-12-04
Littleton,200,28,20.5,No Change,8200,1054,32,0.0303605313092979,No Change,2020-12-04
Ipswich,186,32,17,Lower,10304,1362,41,0.0301027900146843,Lower,2020-12-04
Dudley,255,54,30.9,Lower,24939,2001,60,0.0299850074962519,Higher,2020-12-04
Orleans,32,9,11.4,Higher,2877,341,10,0.0293255131964809,Higher,2020-12-04
Dalton,67,20,22.1,Lower,4600,787,23,0.0292249047013977,Higher,2020-12-04
Athol,161,24,14.3,Higher,9390,890,26,0.0292134831460674,Higher,2020-12-04
Wilbraham,436,57,28,Lower,21173,2433,71,0.0291820797369503,Higher,2020-12-04
Bourne,332,49,16.6,Higher,16279,1986,56,0.0281973816717019,Higher,2020-12-04
Watertown,765,123,26.6,Higher,38847,5156,145,0.028122575640031,Higher,2020-12-04
Kingston,287,29,15.2,Higher,11413,1247,35,0.0280673616680032,Higher,2020-12-04
Milton,708,131,32.5,Higher,44500,5246,146,0.0278307281738467,Higher,2020-12-04
Mashpee,156,37,17,Higher,10531,1402,39,0.0278174037089872,Higher,2020-12-04
Cheshire,19,8,19.5,Lower,2078,289,8,0.027681660899654,Lower,2020-12-04
Marblehead,422,62,23.3,Higher,17739,2762,76,0.0275162925416365,No Change,2020-12-04
Dover,68,20,27.8,Higher,5450,727,20,0.0275103163686382,Higher,2020-12-04
Millis,115,17,15.4,Lower,5915,733,20,0.0272851296043656,Higher,2020-12-04
Hull,134,20,14.6,Lower,6413,772,21,0.0272020725388601,Lower,2020-12-04
Hingham,551,82,24.4,Higher,21474,3238,88,0.0271772699197035,Higher,2020-12-04
West Tisbury,32,9,22.4,Higher,2899,372,10,0.0268817204301075,Higher,2020-12-04
Concord,383,71,27.1,Lower,22381,2822,75,0.0265768958185684,Lower,2020-12-04
Bridgewater,654,93,23.2,Higher,30729,3772,100,0.0265111346765642,Higher,2020-12-04
Foxborough,347,64,25.1,Lower,25699,2756,72,0.0261248185776488,Lower,2020-12-04
Southampton,74,13,15.4,Higher,4565,581,15,0.0258175559380379,Higher,2020-12-04
Swampscott,297,70,36.7,Higher,16179,3027,78,0.0257680872150644,Higher,2020-12-04
Millville,54,6,11.9,Lower,1906,237,6,0.0253164556962025,Lower,2020-12-04
Ayer,202,23,20.3,Higher,9590,997,25,0.0250752256770311,Higher,2020-12-04
Belchertown,242,39,17.4,Higher,14933,1841,46,0.0249864204236828,Higher,2020-12-04
Medway,234,31,16.9,Lower,10392,1282,32,0.0249609984399376,Lower,2020-12-04
Rowley,106,14,16.2,Higher,4878,604,15,0.0248344370860927,Higher,2020-12-04
Worthington,7,,6.8,Lower,810,122,3,0.0245901639344262,Lower,2020-12-04
Nahant,92,12,26.5,Lower,3568,692,17,0.0245664739884393,Lower,2020-12-04
Eastham,31,6,9.3,Lower,2288,245,6,0.0244897959183673,Lower,2020-12-04
Topsfield,165,22,27.2,Higher,6666,1026,25,0.0243664717348928,Higher,2020-12-04
Manchester,58,17,24.8,Higher,3825,698,17,0.0243553008595989,Higher,2020-12-04
West Newbury,46,10,17.7,Higher,3393,456,11,0.0241228070175439,Higher,2020-12-04
South Hadley,328,46,18.2,No Change,19577,2364,57,0.0241116751269036,Higher,2020-12-04
Richmond,16,,16.4,No Change,868,126,3,0.0238095238095238,Lower,2020-12-04
Duxbury,248,33,15.6,Higher,12485,1491,35,0.0234741784037559,No Change,2020-12-04
Cohasset,84,20,19.4,Higher,5939,942,22,0.0233545647558386,Higher,2020-12-04
West Bridgewater,218,19,18.6,Higher,7264,859,20,0.0232828870779977,Higher,2020-12-04
Gill,6,,12.8,Higher,2588,172,4,0.0232558139534884,Higher,2020-12-04
Brimfield,42,7,13.4,Lower,2330,304,7,0.0230263157894737,Lower,2020-12-04
Falmouth,421,78,17.9,Higher,27166,3738,86,0.0230069555912253,Higher,2020-12-04
Royalston,7,,11.2,No Change,804,88,2,0.0227272727272727,Higher,2020-12-04
Bedford,366,34,16.2,Higher,17364,1685,38,0.0225519287833828,Higher,2020-12-04
Bolton,52,14,19.8,Higher,4678,629,14,0.0222575516693164,Lower,2020-12-04
Carlisle,45,10,15.1,No Change,3702,450,10,0.0222222222222222,Lower,2020-12-04
Warren,50,5,6.6,Lower,2697,271,6,0.022140221402214,Lower,2020-12-04
Scituate,347,34,13.4,Lower,13263,1678,37,0.0220500595947557,Lower,2020-12-04
Oakham,18,,13.4,No Change,1248,183,4,0.0218579234972678,Lower,2020-12-04
Southborough,134,33,24.4,Higher,13476,1636,35,0.0213936430317848,Higher,2020-12-04
Greenfield,294,30,12.5,Higher,15401,1412,30,0.0212464589235127,Higher,2020-12-04
Tisbury,97,22,37.6,Lower,8125,1136,24,0.0211267605633803,Lower,2020-12-04
Natick,715,96,19,Higher,34772,4926,104,0.0211124644742184,Higher,2020-12-04
Erving,15,,6.8,Lower,1414,143,3,0.020979020979021,Higher,2020-12-04
North Andover,1010,148,34.9,Lower,75008,8307,174,0.0209461899602745,Higher,2020-12-04
Becket,21,,8,Higher,1051,147,3,0.0204081632653061,Higher,2020-12-04
Essex,39,6,11.5,Higher,2189,296,6,0.0202702702702703,Higher,2020-12-04
Bernardston,20,,10.3,Lower,1778,202,4,0.0198019801980198,Lower,2020-12-04
Beverly,1160,151,26.3,Lower,68726,8336,165,0.0197936660268714,Higher,2020-12-04
Easton,584,96,28.9,Lower,47881,5202,102,0.0196078431372549,Higher,2020-12-04
Winchester,327,72,23.1,Higher,25048,3788,74,0.0195353748680042,Higher,2020-12-04
Easthampton,256,43,19,Higher,24459,2470,47,0.0190283400809717,Higher,2020-12-04
Sherborn,40,9,17,Higher,3628,528,10,0.0189393939393939,Higher,2020-12-04
Adams,68,14,12.2,No Change,5437,798,15,0.018796992481203,No Change,2020-12-04
Boston,27780,3075,31.7,Lower,1531908,192597,3605,0.0187178408801799,No Change,2020-12-04
Rockport,110,9,9.9,Lower,4433,535,10,0.0186915887850467,Lower,2020-12-04
Montague,58,11,9.3,No Change,6523,654,12,0.018348623853211,Higher,2020-12-04
Huntington,34,,9.7,Lower,1518,164,3,0.0182926829268293,Lower,2020-12-04
Needham,571,83,20.3,Higher,35537,4983,91,0.0182620911097732,Higher,2020-12-04
Longmeadow,384,40,18.5,Lower,16259,2365,43,0.0181818181818182,Lower,2020-12-04
Belmont,403,56,14.6,Higher,28624,3703,63,0.0170132325141777,Higher,2020-12-04
Otis,11,,7.6,Lower,785,120,2,0.0166666666666667,Lower,2020-12-04
Orange,71,8,7,Higher,5743,545,9,0.0165137614678899,Higher,2020-12-04
