Place,Cases,CasesLast14Days,AvgDailyPer100K,RelativeChange,TotalTested,TotalTestedLast14Days,TotalPositiveLast14Days,PctPositive,ChangePctPositivity,Date
Stockbridge,23,5,20.9,Lower,1597,303,5,0.0165016501650165,Lower,2020-12-04
Arlington,608,93,14.5,No Change,47109,6276,102,0.0162523900573614,No Change,2020-12-04
Harvard,44,8,8.2,Higher,4310,502,8,0.0159362549800797,Higher,2020-12-04
New Salem,7,,7.3,Higher,696,63,1,0.0158730158730159,Higher,2020-12-04
Waltham,2184,204,21.9,Lower,141458,15527,242,0.0155857538481355,Higher,2020-12-04
Weston,210,26,16.9,Lower,14608,2123,33,0.0155440414507772,No Change,2020-12-04
Medfield,139,23,14.6,Lower,10915,1549,24,0.0154938670109748,Lower,2020-12-04
Norwell,193,16,10.7,Higher,8975,1189,18,0.0151387720773759,Higher,2020-12-04
Hinsdale,10,,6.7,No Change,1434,203,3,0.0147783251231527,Higher,2020-12-04
Canton,524,35,10.8,Lower,23778,2809,41,0.0145959416162335,Higher,2020-12-04
Medford,1909,254,29.9,Higher,126025,20967,297,0.0141651166118186,No Change,2020-12-04
Chatham,55,,4.9,Lower,3673,379,5,0.0131926121372032,Lower,2020-12-04
Sandisfield,10,,7.7,Higher,829,78,1,0.0128205128205128,Higher,2020-12-04
Truro,15,,3.6,No Change,1106,79,1,0.0126582278481013,No Change,2020-12-04
New Marlborough,10,,4.7,Higher,620,80,1,0.0125,Higher,2020-12-04
Somerville,2196,375,35.4,Lower,208540,34964,424,0.012126758952065,Lower,2020-12-04
Great Barrington,104,16,17,Higher,12832,1430,17,0.0118881118881119,Higher,2020-12-04
Brewster,143,10,7.2,Higher,6545,932,11,0.0118025751072961,Lower,2020-12-04
Petersham,15,,5.6,Higher,836,85,1,0.0117647058823529,Higher,2020-12-04
Wayland,183,17,9.2,Lower,13602,1979,23,0.011622031328954,Lower,2020-12-04
North Adams,113,25,13.9,No Change,13794,2152,25,0.0116171003717472,Lower,2020-12-04
Northampton,444,47,11.5,Lower,40317,4535,52,0.0114663726571114,Lower,2020-12-04
Sudbury,296,20,8,Lower,16241,2186,25,0.0114364135407136,Lower,2020-12-04
Lexington,445,33,6.9,Higher,26803,3480,38,0.0109195402298851,Higher,2020-12-04
Newton,1570,259,20.2,Higher,186649,25577,278,0.0108691402431872,Higher,2020-12-04
Sunderland,57,12,23,Lower,11657,1336,14,0.0104790419161677,No Change,2020-12-04
Sandwich,183,15,5.1,Lower,12488,1732,18,0.0103926096997691,Lower,2020-12-04
Amherst,577,144,25.5,Lower,168268,17220,172,0.0099883855981417,Higher,2020-12-04
Leverett,11,,10.6,Higher,2551,304,3,0.00986842105263158,Higher,2020-12-04
Lincoln,67,,3.3,Lower,5728,680,6,0.00882352941176471,Lower,2020-12-04
Wellesley,469,81,19.5,Lower,82921,10239,90,0.00878992089071198,No Change,2020-12-04
Sheffield,34,7,16.4,Higher,6358,824,7,0.00849514563106797,Higher,2020-12-04
Williamsburg,25,,8.7,Lower,3097,369,3,0.00813008130081301,Lower,2020-12-04
Hatfield,42,,6.6,Lower,2942,370,3,0.00810810810810811,Lower,2020-12-04
Brookline,777,88,9.7,Lower,89454,12641,99,0.00783165888774622,No Change,2020-12-04
Shelburne,18,,7.8,Higher,2640,258,2,0.00775193798449612,Higher,2020-12-04
Cambridge,1966,296,18.9,Lower,358330,47036,360,0.00765371205034442,No Change,2020-12-04
Deerfield,38,6,8.1,No Change,14756,858,6,0.00699300699300699,Higher,2020-12-04
Hadley,68,7,8.6,No Change,11615,1360,8,0.00588235294117647,Higher,2020-12-04
Chilmark,5,0,0,Lower,2246,283,1,0.00353356890459364,Lower,2020-12-04
Williamstown,111,8,8,Lower,41727,4193,9,0.00214643453374672,No Change,2020-12-04
Ashfield,9,0,0,Lower,1082,96,0,0,Lower,2020-12-04
Chesterfield,10,0,0,No Change,676,61,0,0,No Change,2020-12-04
Clarksburg,14,0,0,Lower,819,124,0,0,Lower,2020-12-04
Colrain,5,0,0,No Change,1070,97,0,0,No Change,2020-12-04
Egremont,8,0,0,Lower,645,85,0,0,Lower,2020-12-04
Gosnold,5,0,0,No Change,111,0,0,0,No Change,2020-12-04
Hawley,0,0,0,No Change,57,7,0,0,No Change,2020-12-04
Montgomery,8,0,0,No Change,173,23,0,0,No Change,2020-12-04
Mount Washington,0,0,0,No Change,38,3,0,0,No Change,2020-12-04
Northfield,8,0,0,Lower,2527,234,0,0,Lower,2020-12-04
Provincetown,32,0,0,No Change,2512,218,0,0,No Change,2020-12-04
Unknown,622,158,,*,161883,17233,161,,*,2020-12-04
Hancock,9,,44.6,Higher,146,18,4,0.222222222222222,Higher,2020-12-10
Buckland,21,5,19.4,Higher,199,23,5,0.217391304347826,Higher,2020-12-10
Lawrence,10529,1975,160.8,Higher,110402,14345,2448,0.17065179505054,Higher,2020-12-10
Seekonk,503,155,79,Higher,8844,1079,171,0.158480074142725,Higher,2020-12-10
Tyngsborough,455,160,95.4,Higher,9673,1247,169,0.135525260625501,Higher,2020-12-10
Fall River,5802,1155,92.4,Higher,89793,10323,1393,0.134941393005909,Higher,2020-12-10
Goshen,13,,24.7,Higher,404,38,5,0.131578947368421,Higher,2020-12-10
Wales,24,12,44.9,Higher,1011,108,14,0.12962962962963,Higher,2020-12-10
Swansea,652,176,78.8,Higher,13195,1633,206,0.126148193508879,Higher,2020-12-10
Shirley,499,61,51.1,Lower,7521,545,68,0.124770642201835,Lower,2020-12-10
Methuen,3263,802,106.4,Higher,56117,7900,974,0.123291139240506,Higher,2020-12-10
Lynn,8555,1259,89.2,Higher,106038,12447,1527,0.122680163894914,Higher,2020-12-10
Southbridge,632,184,78.4,Higher,13591,1770,215,0.121468926553672,Higher,2020-12-10
Middleton,576,136,93.2,Higher,9749,1236,148,0.119741100323625,Higher,2020-12-10
Lowell,7917,1659,102,Higher,122969,15813,1881,0.118952760387023,Higher,2020-12-10
Dracut,1398,410,90.3,Higher,29687,3775,447,0.11841059602649,Higher,2020-12-10
Norfolk,496,115,65.8,Higher,11092,1078,124,0.115027829313544,Higher,2020-12-10
Ludlow,673,245,84.5,Higher,18983,2486,278,0.111826226870475,Higher,2020-12-10
Rehoboth,339,108,60.7,Higher,7707,1088,121,0.111213235294118,Higher,2020-12-10
Springfield,8319,1723,78.8,Higher,159049,19175,2087,0.10883963494133,Higher,2020-12-10
Gardner,603,188,67.6,Higher,19661,1897,201,0.105956773853453,Higher,2020-12-10
Revere,5013,840,98.6,Higher,76385,9839,1001,0.101737981502185,Higher,2020-12-10
Pelham,10,6,34.7,Higher,641,59,6,0.101694915254237,Higher,2020-12-10
Everett,4121,613,90.2,Higher,57012,7320,731,0.0998633879781421,Higher,2020-12-10
Fitchburg,2021,364,61.7,Higher,38443,4135,412,0.0996372430471584,Higher,2020-12-10
Leominster,1953,411,72.7,Higher,38630,4578,456,0.0996068152031455,Higher,2020-12-10
New Bedford,5472,1103,78.8,Higher,87072,12662,1256,0.0991944400568631,Higher,2020-12-10
Somerset,775,156,60.2,Higher,15950,1782,176,0.0987654320987654,Higher,2020-12-10
Milford,1389,245,59.7,Higher,25199,2795,272,0.0973166368515205,Higher,2020-12-10
Freetown,295,67,52.9,Higher,6556,827,80,0.0967351874244256,Higher,2020-12-10
Saugus,1625,386,96.8,Higher,32025,4531,438,0.0966674023394395,Higher,2020-12-10
Haverhill,3340,805,87.2,Higher,71332,9472,914,0.0964949324324325,Higher,2020-12-10
Chicopee,1905,496,62.5,Higher,48380,6114,587,0.0960091593065096,Higher,2020-12-10
Sutton,249,87,69.4,Higher,7598,966,92,0.0952380952380952,Higher,2020-12-10
Attleboro,1809,351,53.9,Higher,34615,4156,384,0.0923965351299326,Higher,2020-12-10
Nantucket,480,167,104.5,Higher,12677,1868,171,0.091541755888651,Higher,2020-12-10
Concord,574,228,86.9,Higher,23829,2562,234,0.0913348946135831,Higher,2020-12-10
West Springfield,1130,214,52.1,Lower,23796,2772,250,0.0901875901875902,Higher,2020-12-10
Blackstone,214,55,43.5,Higher,6165,707,63,0.0891089108910891,Higher,2020-12-10
Peabody,2678,664,84.7,Higher,56162,8454,752,0.0889519753962622,Higher,2020-12-10
Lakeville,269,83,52.2,Higher,8169,1050,92,0.0876190476190476,Higher,2020-12-10
New Braintree,11,6,40.4,Higher,626,80,7,0.0875,Higher,2020-12-10
Brockton,6990,772,55.6,Higher,97472,10144,848,0.083596214511041,Higher,2020-12-10
Dighton,243,46,41.4,Higher,5607,648,54,0.0833333333333333,Higher,2020-12-10
Chelsea,5181,495,95.8,Higher,62191,7089,590,0.083227535618564,Higher,2020-12-10
Mendon,127,38,47,Higher,4467,482,40,0.0829875518672199,Higher,2020-12-10
North Brookfield,82,32,49.3,Higher,3170,402,33,0.082089552238806,Lower,2020-12-10
Clinton,605,92,46.7,Higher,11992,1310,107,0.0816793893129771,Higher,2020-12-10
Abington,568,116,45.5,Higher,13023,1590,129,0.0811320754716981,Higher,2020-12-10
Hanson,283,63,41.8,Higher,7428,804,65,0.0808457711442786,Higher,2020-12-10
Halifax,155,46,43,Higher,5084,594,48,0.0808080808080808,Higher,2020-12-10
Westport,534,107,45.6,Lower,12461,1561,126,0.0807174887892377,Higher,2020-12-10
Pittsfield,1051,410,66.6,Higher,38279,5978,482,0.0806289729006357,Higher,2020-12-10
Berkley,212,45,47.2,Higher,5220,583,47,0.0806174957118354,Higher,2020-12-10
Leicester,405,98,62.1,Higher,10907,1357,109,0.0803242446573323,Higher,2020-12-10
Millbury,489,100,52.2,Higher,11259,1358,109,0.0802650957290133,Higher,2020-12-10
Rochester,125,37,46.6,Higher,3846,537,43,0.0800744878957169,Higher,2020-12-10
East Bridgewater,411,105,50.4,Higher,10036,1384,110,0.0794797687861272,Higher,2020-12-10
Randolph,1734,265,55,Higher,34765,3973,308,0.0775232821545432,Higher,2020-12-10
Salisbury,214,55,44.4,Higher,6321,827,64,0.0773881499395405,Higher,2020-12-10
Wareham,522,112,33.1,Higher,13874,1655,128,0.0773413897280967,Higher,2020-12-10
Taunton,2175,413,51.2,Higher,50917,6108,470,0.0769482645710543,Higher,2020-12-10
Wilmington,776,185,54,Higher,19949,2659,203,0.0763444904099286,Higher,2020-12-10
Woburn,1699,344,59.2,Higher,40780,5304,397,0.0748491704374057,Higher,2020-12-10
Sterling,281,64,58.2,Higher,8932,946,70,0.0739957716701903,Higher,2020-12-10
Spencer,263,70,43.6,Higher,9475,1123,83,0.0739091718610864,Higher,2020-12-10
Framingham,3928,661,63.5,Higher,78111,9842,725,0.0736638894533631,Higher,2020-12-10
Barnstable,1231,314,50.1,Lower,31260,4613,339,0.0734879687838717,Lower,2020-12-10
Holbrook,390,62,39.1,Higher,8994,1007,74,0.0734856007944389,Higher,2020-12-10
Holyoke,2324,384,67.5,Higher,47829,6294,462,0.0734032411820782,Higher,2020-12-10
Hanover,323,81,40.2,Higher,10364,1186,87,0.0733558178752108,Higher,2020-12-10
Bellingham,404,89,35.3,Higher,11589,1366,100,0.0732064421669107,Higher,2020-12-10
Middleborough,658,157,40.9,Higher,18890,2366,173,0.0731191885038039,Higher,2020-12-10
Groveland,145,50,52.2,Higher,5426,715,52,0.0727272727272727,Higher,2020-12-10
Holland,38,12,33.4,Higher,1657,193,14,0.0725388601036269,Higher,2020-12-10
Fairhaven,712,160,71.4,Higher,17991,2627,189,0.071945184621241,Higher,2020-12-10
Malden,2981,555,58.6,Higher,70820,8621,619,0.0718014151490546,Higher,2020-12-10
Worthington,13,5,34.1,Higher,873,98,7,0.0714285714285714,Higher,2020-12-10
Tewksbury,1335,303,70.2,Higher,36988,4817,343,0.0712061449034669,Higher,2020-12-10
West Bridgewater,267,66,64.7,Higher,7836,1020,72,0.0705882352941177,Higher,2020-12-10
Erving,18,7,23.7,Higher,1501,142,10,0.0704225352112676,Higher,2020-12-10
Lynnfield,427,134,82.6,Higher,13029,2092,147,0.0702676864244742,Higher,2020-12-10
Acushnet,375,80,54.7,Higher,8937,1324,93,0.0702416918429003,Higher,2020-12-10
Avon,159,27,44.1,Higher,3686,401,28,0.0698254364089776,Higher,2020-12-10
Ashby,62,12,24.6,Lower,1997,201,14,0.0696517412935323,Higher,2020-12-10
Billerica,1397,291,47.6,Higher,36113,4651,323,0.0694474306600731,Higher,2020-12-10
Dartmouth,1320,266,51.2,Higher,35517,4653,321,0.0689877498388137,Higher,2020-12-10
Whitman,444,78,35.9,Higher,10894,1233,85,0.0689375506893755,Higher,2020-12-10
Amesbury,427,110,47.3,Higher,13358,1771,122,0.0688876341050254,Higher,2020-12-10
Carver,202,51,29.7,Higher,7157,832,57,0.0685096153846154,Higher,2020-12-10
Lunenburg,259,62,42.5,Higher,8303,993,68,0.0684793554884189,Higher,2020-12-10
Marion,137,39,60.6,Higher,9909,674,46,0.0682492581602374,Higher,2020-12-10
Danvers,1352,274,68.3,Higher,31801,4617,315,0.0682261208576998,Higher,2020-12-10
Hudson,617,134,45.4,Higher,17296,2132,144,0.0675422138836773,Higher,2020-12-10
Southwick,218,44,32.1,Lower,6767,787,53,0.0673443456162643,Lower,2020-12-10
Chelmsford,1095,239,47.5,Higher,32636,3868,260,0.0672182006204757,Higher,2020-12-10
Oxford,283,62,32.2,Higher,9828,1043,70,0.0671140939597316,Higher,2020-12-10
Boxford,175,58,54.2,Higher,7259,1001,67,0.0669330669330669,Higher,2020-12-10
Douglas,182,42,31.6,Higher,6080,658,44,0.0668693009118541,Higher,2020-12-10
Boylston,98,35,55.7,Higher,4345,570,38,0.0666666666666667,Higher,2020-12-10
Raynham,490,90,42.5,Higher,12374,1676,111,0.0662291169451074,Higher,2020-12-10
North Attleborough,765,175,41.2,Higher,21210,2844,185,0.0650492264416315,Higher,2020-12-10
Stoughton,1082,156,40.3,Higher,24593,2747,177,0.0644339279213688,Higher,2020-12-10
Auburn,577,130,56.3,Higher,16319,2143,137,0.0639290713952403,Higher,2020-12-10
Palmer,244,66,39.9,Higher,9318,1142,73,0.063922942206655,Higher,2020-12-10
East Brookfield,36,11,35,Lower,1505,188,12,0.0638297872340426,Lower,2020-12-10
Sturbridge,168,47,31.8,Higher,7086,788,50,0.0634517766497462,Higher,2020-12-10
Dunstable,53,16,34.3,No Change,2253,268,17,0.0634328358208955,Higher,2020-12-10
Holden,485,142,53.4,Higher,20001,2487,155,0.062324085243265,Higher,2020-12-10
Norton,519,114,40.9,Lower,43560,1976,123,0.062246963562753,Higher,2020-12-10
Gloucester,664,156,39.2,Higher,22380,2925,180,0.0615384615384615,Higher,2020-12-10
Weymouth,1537,273,34.7,Higher,42850,4912,301,0.0612785016286645,Higher,2020-12-10
Wilbraham,530,108,53.1,Higher,22326,1975,121,0.0612658227848101,Higher,2020-12-10
Marlborough,2149,337,55.2,Higher,45290,6072,370,0.060935441370224,Higher,2020-12-10
Hopedale,140,32,40.6,No Change,5248,575,35,0.0608695652173913,Lower,2020-12-10
Mansfield,524,137,41.4,Higher,19795,2454,149,0.0607171964140179,Higher,2020-12-10
Georgetown,195,51,40.5,Higher,6978,906,55,0.0607064017660044,Higher,2020-12-10
Charlton,342,99,49.9,Higher,13083,1792,108,0.0602678571428571,Higher,2020-12-10
Uxbridge,330,66,30.2,Higher,10414,1182,71,0.0600676818950931,Higher,2020-12-10
Lenox,116,57,84.2,Higher,5659,1085,65,0.0599078341013825,Higher,2020-12-10
West Boylston,177,49,44.6,Higher,6926,903,54,0.0598006644518273,Higher,2020-12-10
Stoneham,851,166,53.3,Higher,25975,3299,197,0.059715065171264,Higher,2020-12-10
Dudley,294,61,34.9,Higher,25479,1123,67,0.0596616206589493,Higher,2020-12-10
Clarksburg,20,6,25.6,Higher,880,101,6,0.0594059405940594,Higher,2020-12-10
Rutland,182,53,41.5,Higher,7933,986,58,0.0588235294117647,Higher,2020-12-10
Webster,598,104,43.2,Higher,17517,1914,112,0.0585161964472309,Higher,2020-12-10
Agawam,1062,180,45.1,Higher,28328,3405,199,0.0584434654919236,Higher,2020-12-10
Grafton,387,115,40.8,Higher,18625,2235,130,0.058165548098434,Higher,2020-12-10
Pembroke,321,72,27.4,Higher,12048,1414,82,0.057991513437058,Higher,2020-12-10
Marshfield,513,112,30.9,Higher,17856,2174,126,0.0579576816927323,Higher,2020-12-10
Ashburnham,112,24,27.3,Higher,5367,501,29,0.0578842315369262,Higher,2020-12-10
Millis,142,40,36.3,Higher,6370,768,44,0.0572916666666667,Higher,2020-12-10
Wakefield,813,184,48.5,Higher,28913,3639,208,0.0571585600439681,Higher,2020-12-10
Westfield,1184,204,35.2,Higher,31765,4019,226,0.0562328937546653,Higher,2020-12-10
Rockland,602,86,34,Higher,13021,1696,95,0.0560141509433962,Higher,2020-12-10
Merrimac,123,35,39.4,Higher,5310,716,40,0.0558659217877095,No Change,2020-12-10
Northborough,507,127,66.9,Higher,16319,2405,134,0.0557172557172557,Higher,2020-12-10
Littleton,234,52,38.1,Higher,8765,1068,59,0.0552434456928839,Higher,2020-12-10
Southampton,103,29,34.4,Higher,4905,580,32,0.0551724137931035,Higher,2020-12-10
Walpole,614,135,37,Higher,23702,2677,147,0.0549122151662309,Higher,2020-12-10
Norwood,1134,167,39.4,Higher,30664,3396,185,0.0544758539458186,Higher,2020-12-10
Westford,437,105,32.5,Higher,18606,2065,112,0.0542372881355932,Higher,2020-12-10
Montague,86,33,27.9,Higher,6907,667,36,0.0539730134932534,Higher,2020-12-10
Shrewsbury,972,210,38,Higher,36926,4228,228,0.053926206244087,Higher,2020-12-10
Townsend,146,37,29,Higher,6360,706,38,0.0538243626062323,Higher,2020-12-10
Princeton,53,20,44.2,Higher,3330,428,23,0.0537383177570094,Higher,2020-12-10
Ashland,650,118,42.8,Higher,18050,2348,126,0.0536626916524702,Higher,2020-12-10
West Newbury,64,24,42.5,Higher,3651,466,25,0.0536480686695279,Higher,2020-12-10
Quincy,2686,542,38.1,Higher,91796,11189,600,0.0536240950933953,Higher,2020-12-10
Worcester,11052,1809,67.4,Higher,378745,37386,1997,0.0534157171133579,Higher,2020-12-10
Brookfield,63,14,27.1,Higher,2483,263,14,0.0532319391634981,Lower,2020-12-10
Burlington,648,151,38.8,Higher,22402,3071,163,0.0530771735591013,Higher,2020-12-10
Upton,106,31,24.1,No Change,5593,662,35,0.0528700906344411,No Change,2020-12-10
Winthrop,1034,201,76.1,Higher,34084,4676,247,0.0528229255774166,Higher,2020-12-10
State,259324,48789,50,Higher,9181066,1055707,55403,0.0525,Higher,2020-12-10
Andover,1007,228,45.2,Higher,45077,4898,257,0.0524703960800327,Higher,2020-12-10
Newbury,97,25,27,Lower,6727,610,32,0.0524590163934426,Higher,2020-12-10
Harwich,237,41,23.3,Higher,8453,921,48,0.0521172638436482,Higher,2020-12-10
Berlin,63,19,42.1,Higher,2891,366,19,0.0519125683060109,Higher,2020-12-10
Barre,110,20,25.7,Higher,3919,408,21,0.0514705882352941,Higher,2020-12-10
Bridgewater,787,178,44.4,Higher,32730,3809,196,0.0514570753478603,Higher,2020-12-10
Salem,1885,418,66.3,Higher,59155,9586,492,0.0513248487377425,Higher,2020-12-10
Yarmouth,358,111,33,Higher,16091,2397,122,0.0508969545264915,Higher,2020-12-10
Mattapoisett,144,33,41.1,Higher,4877,747,38,0.0508701472556894,Higher,2020-12-10
North Andover,1177,239,56.4,Higher,77514,5217,264,0.0506037952846464,Higher,2020-12-10
Melrose,780,205,50.5,Higher,35764,4596,230,0.0500435161009574,Higher,2020-12-10
Plainfield,9,,22.8,Lower,428,40,2,0.05,Lower,2020-12-10
Medway,283,62,33.9,Higher,11139,1304,65,0.0498466257668712,Higher,2020-12-10
Pepperell,163,39,22.7,Higher,7405,858,42,0.048951048951049,Higher,2020-12-10
Paxton,130,22,31.7,Lower,13607,492,24,0.0487804878048781,Higher,2020-12-10
Millville,63,11,21.9,Higher,2042,226,11,0.0486725663716814,Higher,2020-12-10
Newburyport,445,120,48.3,Higher,19938,2692,131,0.0486627043090639,Higher,2020-12-10
Gill,10,5,21.4,Higher,2634,103,5,0.0485436893203884,Higher,2020-12-10
Hardwick,25,7,15,Higher,1729,165,8,0.0484848484848485,Higher,2020-12-10
North Reading,469,94,40.3,Higher,16689,2352,114,0.048469387755102,Higher,2020-12-10
Granby,124,26,30.4,Lower,5699,628,30,0.0477707006369427,Higher,2020-12-10
Northbridge,612,94,36.9,Higher,15054,2175,103,0.0473563218390805,Higher,2020-12-10
Brimfield,51,14,26.8,Higher,2482,296,14,0.0472972972972973,Higher,2020-12-10
Rowley,129,30,34.7,Higher,5215,658,31,0.047112462006079,Higher,2020-12-10
Russell,42,6,22.6,Lower,1178,128,6,0.046875,Lower,2020-12-10
Plainville,197,38,29.5,Higher,7180,855,40,0.0467836257309942,Higher,2020-12-10
Groton,168,58,35.4,Higher,12266,1331,62,0.0465815176558978,Higher,2020-12-10
Dedham,850,141,36.8,Higher,30887,3329,154,0.0462601381796335,Higher,2020-12-10
Plymouth,1434,244,27.8,Higher,46569,5835,269,0.0461011139674379,Higher,2020-12-10
Phillipston,24,,16.7,No Change,917,88,4,0.0454545454545455,Higher,2020-12-10
Maynard,213,47,32.3,Higher,9500,1146,52,0.0453752181500873,Higher,2020-12-10
East Longmeadow,643,85,35.7,Higher,17252,2227,101,0.0453524921418949,Lower,2020-12-10
Westminster,138,30,29.3,Higher,6247,729,33,0.0452674897119342,Higher,2020-12-10
Ipswich,228,56,29.8,Higher,11127,1374,62,0.0451237263464338,Higher,2020-12-10
Franklin,568,131,27.6,Higher,24821,3165,142,0.0448657187993681,Higher,2020-12-10
Braintree,1531,266,47.9,Higher,41497,6381,286,0.0448205610405893,Higher,2020-12-10
Dennis,195,42,22.9,Higher,8003,939,42,0.0447284345047923,Higher,2020-12-10
Westborough,652,98,37.4,Higher,20187,2623,116,0.0442241707967975,Higher,2020-12-10
Belchertown,287,68,30.3,Higher,15875,1716,75,0.0437062937062937,Higher,2020-12-10
West Stockbridge,15,5,30.4,No Change,1045,116,5,0.0431034482758621,Higher,2020-12-10
Chester,11,,15.8,Lower,679,70,3,0.0428571428571429,Lower,2020-12-10
Ayer,229,38,33.5,Higher,10176,1008,43,0.0426587301587302,Higher,2020-12-10
West Brookfield,63,17,32.8,Higher,3808,423,18,0.0425531914893617,Higher,2020-12-10
Winchendon,222,30,19.9,Lower,7443,778,33,0.0424164524421594,Lower,2020-12-10
Milton,840,171,42.5,Higher,47152,4591,194,0.0422565889784361,Higher,2020-12-10
Sandisfield,12,,30.7,Higher,895,95,4,0.0421052631578947,Higher,2020-12-10
Edgartown,106,27,47.2,Lower,6835,715,30,0.041958041958042,Higher,2020-12-10
Blandford,21,,23.6,Higher,685,96,4,0.0416666666666667,Higher,2020-12-10
Oak Bluffs,71,16,21.9,Lower,4421,441,18,0.0408163265306123,Higher,2020-12-10
Bourne,384,76,25.8,Higher,17559,1989,81,0.0407239819004525,Higher,2020-12-10
Monson,154,25,21.3,Lower,6268,663,27,0.0407239819004525,Lower,2020-12-10
Greenfield,359,68,28.3,Higher,16572,1701,69,0.0405643738977072,Higher,2020-12-10
Whately,19,,14.8,No Change,811,74,3,0.0405405405405405,Lower,2020-12-10
Reading,657,120,31,Higher,25415,3411,138,0.0404573438874231,Higher,2020-12-10
Hubbardston,48,12,18.3,Higher,3309,323,13,0.0402476780185758,Higher,2020-12-10
Westwood,345,66,32.1,Higher,15188,1833,73,0.0398254228041462,Higher,2020-12-10
Topsfield,189,37,45.7,Higher,7261,1015,40,0.0394088669950739,Higher,2020-12-10
Southborough,167,53,39.1,Higher,14233,1398,55,0.0393419170243205,Higher,2020-12-10
Holliston,275,49,25.5,Lower,12898,1453,57,0.0392291810048176,Lower,2020-12-10
Hampden,189,20,29.2,Lower,4919,568,22,0.0387323943661972,Lower,2020-12-10
Marblehead,485,91,34.1,Higher,19231,2806,108,0.0384889522451889,Higher,2020-12-10
